,state_smooth
2025-05-08 11:11:00.914,idle
2025-05-08 11:11:02.033,idle
2025-05-08 11:11:03.134,idle
2025-05-08 11:11:04.227,idle
2025-05-08 11:11:05.332,idle
2025-05-08 11:11:06.855,idle
2025-05-08 11:11:08.049,idle
2025-05-08 11:11:09.250,idle
2025-05-08 11:11:10.586,idle
2025-05-08 11:11:11.691,idle
2025-05-08 11:11:12.789,idle
2025-05-08 11:11:13.899,idle
2025-05-08 11:11:15.016,idle
2025-05-08 11:11:16.108,idle
2025-05-08 11:11:17.223,idle
2025-05-08 11:11:18.365,idle
2025-05-08 11:11:19.457,idle
2025-05-08 11:11:20.567,idle
2025-05-08 11:11:21.666,idle
2025-05-08 11:11:22.776,idle
2025-05-08 11:11:24.006,idle
2025-05-08 11:11:25.087,idle
2025-05-08 11:11:26.215,idle
2025-05-08 11:11:27.313,idle
2025-05-08 11:11:28.435,idle
2025-05-08 11:11:29.543,idle
2025-05-08 11:11:30.653,idle
2025-05-08 11:11:31.752,idle
2025-05-08 11:11:32.862,idle
2025-05-08 11:11:34.193,idle
2025-05-08 11:11:35.303,idle
2025-05-08 11:11:36.390,idle
2025-05-08 11:11:37.933,idle
2025-05-08 11:11:39.143,idle
2025-05-08 11:11:40.257,idle
2025-05-08 11:11:41.362,idle
2025-05-08 11:11:42.472,idle
2025-05-08 11:11:43.670,idle
2025-05-08 11:11:44.769,idle
2025-05-08 11:11:46.237,idle
2025-05-08 11:11:47.310,idle
2025-05-08 11:11:48.198,idle
2025-05-08 11:11:48.753,idle
2025-05-08 11:11:49.640,idle
2025-05-08 11:11:50.739,idle
2025-05-08 11:11:52.157,idle
2025-05-08 11:11:53.148,idle
2025-05-08 11:11:54.259,idle
2025-05-08 11:11:55.366,idle
2025-05-08 11:11:56.477,idle
2025-05-08 11:11:57.575,idle
2025-05-08 11:11:58.895,idle
2025-05-08 11:12:00.117,idle
2025-05-08 11:12:01.233,idle
2025-05-08 11:12:02.339,idle
2025-05-08 11:12:03.435,idle
2025-05-08 11:12:04.512,idle
2025-05-08 11:12:05.610,idle
2025-05-08 11:12:07.287,idle
2025-05-08 11:12:08.507,idle
2025-05-08 11:12:09.607,idle
2025-05-08 11:12:10.684,idle
2025-05-08 11:12:11.783,idle
2025-05-08 11:12:12.882,idle
2025-05-08 11:12:14.211,idle
2025-05-08 11:12:15.401,idle
2025-05-08 11:12:16.855,idle
2025-05-08 11:12:17.954,idle
2025-05-08 11:12:19.053,idle
2025-05-08 11:12:20.274,idle
2025-05-08 11:12:21.496,idle
2025-05-08 11:12:22.705,idle
2025-05-08 11:12:23.815,idle
2025-05-08 11:12:25.021,idle
2025-05-08 11:12:26.124,idle
2025-05-08 11:12:27.577,off
2025-05-08 11:12:28.687,off
2025-05-08 11:12:29.897,off
2025-05-08 11:12:31.024,off
2025-05-08 11:12:32.110,off
2025-05-08 11:12:33.205,off
2025-05-08 11:12:34.313,off
2025-05-08 11:12:35.435,off
2025-05-08 11:12:36.545,off
2025-05-08 11:12:37.655,off
2025-05-08 11:12:38.764,off
2025-05-08 11:12:39.874,off
2025-05-08 11:12:40.973,off
2025-05-08 11:12:42.083,off
2025-05-08 11:12:43.201,off
2025-05-08 11:12:44.326,off
2025-05-08 11:12:45.436,off
2025-05-08 11:12:46.534,off
2025-05-08 11:12:47.844,off
2025-05-08 11:12:48.953,off
2025-05-08 11:12:50.066,off
2025-05-08 11:12:51.284,off
2025-05-08 11:12:52.506,off
2025-05-08 11:12:53.883,off
2025-05-08 11:12:54.970,off
2025-05-08 11:12:56.107,off
2025-05-08 11:12:57.189,off
2025-05-08 11:12:58.389,off
2025-05-08 11:12:59.710,off
2025-05-08 11:13:00.909,off
2025-05-08 11:13:02.020,off
2025-05-08 11:13:03.128,off
2025-05-08 11:13:04.428,off
2025-05-08 11:13:05.615,off
2025-05-08 11:13:06.703,off
2025-05-08 11:13:07.801,off
2025-05-08 11:13:09.026,off
2025-05-08 11:13:10.255,off
2025-05-08 11:13:11.353,off
2025-05-08 11:13:12.452,off
2025-05-08 11:13:13.561,off
2025-05-08 11:13:14.770,off
2025-05-08 11:13:15.869,off
2025-05-08 11:13:16.979,off
2025-05-08 11:13:18.431,off
2025-05-08 11:13:19.632,off
2025-05-08 11:13:20.734,off
2025-05-08 11:13:21.841,off
2025-05-08 11:13:22.946,off
2025-05-08 11:13:24.160,off
2025-05-08 11:13:25.253,off
2025-05-08 11:13:26.356,off
2025-05-08 11:13:27.456,off
2025-05-08 11:13:28.565,off
2025-05-08 11:13:29.642,off
2025-05-08 11:13:31.296,off
2025-05-08 11:13:32.396,off
2025-05-08 11:13:33.594,off
2025-05-08 11:13:34.915,off
2025-05-08 11:13:36.326,off
2025-05-08 11:13:37.423,off
2025-05-08 11:13:38.511,off
2025-05-08 11:13:39.732,off
2025-05-08 11:13:40.953,off
2025-05-08 11:13:42.153,off
2025-05-08 11:13:43.261,off
2025-05-08 11:13:44.372,off
2025-05-08 11:13:45.581,off
2025-05-08 11:13:46.669,off
2025-05-08 11:13:47.779,off
2025-05-08 11:13:49.007,off
2025-05-08 11:13:50.311,off
2025-05-08 11:13:51.521,off
2025-05-08 11:13:52.609,off
2025-05-08 11:13:53.686,off
2025-05-08 11:13:54.796,off
2025-05-08 11:13:55.984,off
2025-05-08 11:13:56.534,off
2025-05-08 11:13:57.305,off
2025-05-08 11:13:58.504,off
2025-05-08 11:13:59.714,off
2025-05-08 11:14:00.924,off
2025-05-08 11:14:02.258,off
2025-05-08 11:14:03.466,off
2025-05-08 11:14:04.577,off
2025-05-08 11:14:06.177,off
2025-05-08 11:14:07.638,off
2025-05-08 11:14:08.740,off
2025-05-08 11:14:09.850,off
2025-05-08 11:14:11.089,off
2025-05-08 11:14:12.282,off
2025-05-08 11:14:13.492,off
2025-05-08 11:14:14.580,off
2025-05-08 11:14:15.669,off
2025-05-08 11:14:16.757,off
2025-05-08 11:14:17.855,off
2025-05-08 11:14:19.167,off
2025-05-08 11:14:20.265,off
2025-05-08 11:14:21.449,off
2025-05-08 11:14:22.551,off
2025-05-08 11:14:23.671,off
2025-05-08 11:14:25.082,off
2025-05-08 11:14:26.192,off
2025-05-08 11:14:27.291,off
2025-05-08 11:14:28.390,off
2025-05-08 11:14:29.611,off
2025-05-08 11:14:30.711,off
2025-05-08 11:14:31.932,off
2025-05-08 11:14:33.042,off
2025-05-08 11:14:34.153,off
2025-05-08 11:14:35.764,off
2025-05-08 11:14:36.807,off
2025-05-08 11:14:37.906,off
2025-05-08 11:14:39.007,off
2025-05-08 11:14:40.105,off
2025-05-08 11:14:41.226,off
2025-05-08 11:14:42.325,off
2025-05-08 11:14:43.413,off
2025-05-08 11:14:44.512,off
2025-05-08 11:14:45.711,off
2025-05-08 11:14:46.788,off
2025-05-08 11:14:47.895,off
2025-05-08 11:14:48.987,off
2025-05-08 11:14:50.085,off
2025-05-08 11:14:51.195,off
2025-05-08 11:14:52.315,off
2025-05-08 11:14:53.425,off
2025-05-08 11:14:54.747,off
2025-05-08 11:14:55.857,off
2025-05-08 11:14:57.280,off
2025-05-08 11:14:58.477,off
2025-05-08 11:14:59.698,off
2025-05-08 11:15:00.885,off
2025-05-08 11:15:01.984,off
2025-05-08 11:15:03.449,off
2025-05-08 11:15:04.648,off
2025-05-08 11:15:06.124,off
2025-05-08 11:15:07.612,off
2025-05-08 11:15:08.888,off
2025-05-08 11:15:10.006,off
2025-05-08 11:15:11.108,off
2025-05-08 11:15:12.451,off
2025-05-08 11:15:13.783,off
2025-05-08 11:15:14.893,off
2025-05-08 11:15:15.980,off
2025-05-08 11:15:17.089,off
2025-05-08 11:15:18.210,off
2025-05-08 11:15:19.310,off
2025-05-08 11:15:20.431,off
2025-05-08 11:15:21.630,off
2025-05-08 11:15:23.173,off
2025-05-08 11:15:24.394,off
2025-05-08 11:15:25.615,off
2025-05-08 11:15:26.824,off
2025-05-08 11:15:28.167,off
2025-05-08 11:15:29.278,off
2025-05-08 11:15:30.487,off
2025-05-08 11:15:31.697,off
2025-05-08 11:15:32.800,off
2025-05-08 11:15:33.673,off
2025-05-08 11:15:34.781,off
2025-05-08 11:15:36.168,off
2025-05-08 11:15:37.378,off
2025-05-08 11:15:38.477,off
2025-05-08 11:15:39.575,off
2025-05-08 11:15:40.673,off
2025-05-08 11:15:41.783,off
2025-05-08 11:15:42.982,off
2025-05-08 11:15:44.181,off
2025-05-08 11:15:45.301,off
2025-05-08 11:15:46.412,off
2025-05-08 11:15:47.737,off
2025-05-08 11:15:48.852,off
2025-05-08 11:15:49.962,off
2025-05-08 11:15:51.083,off
2025-05-08 11:15:52.282,off
2025-05-08 11:15:53.494,off
2025-05-08 11:15:54.602,off
2025-05-08 11:15:55.701,off
2025-05-08 11:15:57.168,off
2025-05-08 11:15:58.354,off
2025-05-08 11:15:59.452,off
2025-05-08 11:16:00.552,off
2025-05-08 11:16:01.662,off
2025-05-08 11:16:02.861,off
2025-05-08 11:16:04.171,off
2025-05-08 11:16:05.292,off
2025-05-08 11:16:06.502,off
2025-05-08 11:16:07.816,off
2025-05-08 11:16:08.922,off
2025-05-08 11:16:10.018,off
2025-05-08 11:16:11.098,off
2025-05-08 11:16:12.175,off
2025-05-08 11:16:13.545,off
2025-05-08 11:16:14.085,off
2025-05-08 11:16:15.207,off
2025-05-08 11:16:16.707,off
2025-05-08 11:16:17.916,off
2025-05-08 11:16:19.226,off
2025-05-08 11:16:20.325,off
2025-05-08 11:16:21.735,off
2025-05-08 11:16:22.957,off
2025-05-08 11:16:24.178,off
2025-05-08 11:16:25.378,off
2025-05-08 11:16:26.477,off
2025-05-08 11:16:27.587,off
2025-05-08 11:16:29.008,off
2025-05-08 11:16:30.108,off
2025-05-08 11:16:31.219,off
2025-05-08 11:16:32.318,off
2025-05-08 11:16:33.417,off
2025-05-08 11:16:34.627,off
2025-05-08 11:16:35.826,off
2025-05-08 11:16:36.937,off
2025-05-08 11:16:38.137,off
2025-05-08 11:16:39.236,off
2025-05-08 11:16:40.326,off
2025-05-08 11:16:41.423,off
2025-05-08 11:16:42.522,off
2025-05-08 11:16:43.621,off
2025-05-08 11:16:44.820,off
2025-05-08 11:16:45.920,off
2025-05-08 11:16:47.030,off
2025-05-08 11:16:48.529,off
2025-05-08 11:16:49.628,off
2025-05-08 11:16:50.805,off
2025-05-08 11:16:51.905,off
2025-05-08 11:16:53.017,off
2025-05-08 11:16:54.224,off
2025-05-08 11:16:55.324,off
2025-05-08 11:16:56.424,off
2025-05-08 11:16:57.534,off
2025-05-08 11:16:58.755,off
2025-05-08 11:17:00.254,off
2025-05-08 11:17:01.331,off
2025-05-08 11:17:02.430,off
2025-05-08 11:17:03.496,off
2025-05-08 11:17:04.607,off
2025-05-08 11:17:05.716,off
2025-05-08 11:17:06.938,off
2025-05-08 11:17:08.050,off
2025-05-08 11:17:09.269,off
2025-05-08 11:17:10.368,off
2025-05-08 11:17:11.466,off
2025-05-08 11:17:12.543,off
2025-05-08 11:17:13.753,off
2025-05-08 11:17:14.841,off
2025-05-08 11:17:15.951,off
2025-05-08 11:17:17.172,off
2025-05-08 11:17:18.392,off
2025-05-08 11:17:19.469,off
2025-05-08 11:17:20.690,off
2025-05-08 11:17:21.944,off
2025-05-08 11:17:23.165,off
2025-05-08 11:17:24.275,off
2025-05-08 11:17:25.485,off
2025-05-08 11:17:26.961,off
2025-05-08 11:17:28.082,off
2025-05-08 11:17:29.914,off
2025-05-08 11:17:31.017,off
2025-05-08 11:17:32.114,off
2025-05-08 11:17:33.442,off
2025-05-08 11:17:34.530,off
2025-05-08 11:17:35.641,off
2025-05-08 11:17:36.852,off
2025-05-08 11:17:38.049,off
2025-05-08 11:17:39.570,off
2025-05-08 11:17:40.680,off
2025-05-08 11:17:41.791,off
2025-05-08 11:17:43.110,off
2025-05-08 11:17:44.431,off
2025-05-08 11:17:45.530,off
2025-05-08 11:17:46.707,off
2025-05-08 11:17:47.928,off
2025-05-08 11:17:49.045,off
2025-05-08 11:17:50.157,off
2025-05-08 11:17:51.260,off
2025-05-08 11:17:52.455,off
2025-05-08 11:17:53.676,off
2025-05-08 11:17:54.787,off
2025-05-08 11:17:55.908,off
2025-05-08 11:17:57.027,off
2025-05-08 11:17:58.132,off
2025-05-08 11:17:59.323,off
2025-05-08 11:18:00.424,off
2025-05-08 11:18:01.634,off
2025-05-08 11:18:02.745,off
2025-05-08 11:18:03.943,off
2025-05-08 11:18:05.153,off
2025-05-08 11:18:06.828,off
2025-05-08 11:18:07.943,off
2025-05-08 11:18:09.170,off
2025-05-08 11:18:10.385,off
2025-05-08 11:18:11.490,off
2025-05-08 11:18:12.600,off
2025-05-08 11:18:13.710,off
2025-05-08 11:18:14.798,off
2025-05-08 11:18:15.898,off
2025-05-08 11:18:17.100,off
2025-05-08 11:18:18.185,off
2025-05-08 11:18:19.382,off
2025-05-08 11:18:20.581,off
2025-05-08 11:18:21.702,off
2025-05-08 11:18:22.923,off
2025-05-08 11:18:24.134,off
2025-05-08 11:18:25.232,off
2025-05-08 11:18:26.347,off
2025-05-08 11:18:27.452,off
2025-05-08 11:18:28.740,off
2025-05-08 11:18:29.949,off
2025-05-08 11:18:31.171,off
2025-05-08 11:18:32.381,off
2025-05-08 11:18:33.591,off
2025-05-08 11:18:34.679,off
2025-05-08 11:18:35.800,off
2025-05-08 11:18:36.913,off
2025-05-08 11:18:38.040,off
2025-05-08 11:18:39.119,off
2025-05-08 11:18:40.228,off
2025-05-08 11:18:41.338,off
2025-05-08 11:18:42.861,off
2025-05-08 11:18:43.959,off
2025-05-08 11:18:45.169,off
2025-05-08 11:18:46.379,off
2025-05-08 11:18:47.866,off
2025-05-08 11:18:49.388,off
2025-05-08 11:18:50.698,off
2025-05-08 11:18:51.810,off
2025-05-08 11:18:53.031,off
2025-05-08 11:18:54.106,off
2025-05-08 11:18:55.216,off
2025-05-08 11:18:56.425,off
2025-05-08 11:18:57.523,off
2025-05-08 11:18:58.634,off
2025-05-08 11:18:59.831,off
2025-05-08 11:19:01.164,off
2025-05-08 11:19:02.261,off
2025-05-08 11:19:03.357,off
2025-05-08 11:19:04.448,off
2025-05-08 11:19:05.547,off
2025-05-08 11:19:06.645,off
2025-05-08 11:19:07.744,off
2025-05-08 11:19:08.964,off
2025-05-08 11:19:10.429,off
2025-05-08 11:19:11.501,off
2025-05-08 11:19:12.593,off
2025-05-08 11:19:13.803,off
2025-05-08 11:19:14.902,off
2025-05-08 11:19:15.989,off
2025-05-08 11:19:17.210,off
2025-05-08 11:19:18.430,off
2025-05-08 11:19:19.518,off
2025-05-08 11:19:20.728,off
2025-05-08 11:19:21.937,off
2025-05-08 11:19:23.149,off
2025-05-08 11:19:24.294,off
2025-05-08 11:19:25.488,off
2025-05-08 11:19:26.697,off
2025-05-08 11:19:27.918,off
2025-05-08 11:19:29.028,off
2025-05-08 11:19:30.114,off
2025-05-08 11:19:31.413,off
2025-05-08 11:19:32.623,off
2025-05-08 11:19:34.366,off
2025-05-08 11:19:35.697,off
2025-05-08 11:19:36.806,off
2025-05-08 11:19:37.882,off
2025-05-08 11:19:39.225,off
2025-05-08 11:19:40.324,off
2025-05-08 11:19:41.423,off
2025-05-08 11:19:42.521,off
2025-05-08 11:19:43.620,off
2025-05-08 11:19:44.842,off
2025-05-08 11:19:46.161,off
2025-05-08 11:19:47.359,off
2025-05-08 11:19:48.569,off
2025-05-08 11:19:49.967,off
2025-05-08 11:19:51.087,off
2025-05-08 11:19:52.186,off
2025-05-08 11:19:53.395,off
2025-05-08 11:19:55.171,off
2025-05-08 11:19:56.392,off
2025-05-08 11:19:57.601,off
2025-05-08 11:19:58.965,off
2025-05-08 11:20:00.286,off
2025-05-08 11:20:01.395,off
2025-05-08 11:20:02.705,off
2025-05-08 11:20:03.922,off
2025-05-08 11:20:05.245,off
2025-05-08 11:20:07.165,off
2025-05-08 11:20:08.385,off
2025-05-08 11:20:09.473,off
2025-05-08 11:20:10.826,off
2025-05-08 11:20:12.147,off
2025-05-08 11:20:13.245,off
2025-05-08 11:20:14.321,off
2025-05-08 11:20:15.542,off
2025-05-08 11:20:16.641,off
2025-05-08 11:20:17.761,off
2025-05-08 11:20:18.875,off
2025-05-08 11:20:20.325,off
2025-05-08 11:20:21.522,off
2025-05-08 11:20:22.742,off
2025-05-08 11:20:23.930,off
2025-05-08 11:20:25.150,off
2025-05-08 11:20:26.370,off
2025-05-08 11:20:27.469,off
2025-05-08 11:20:28.688,off
2025-05-08 11:20:29.806,off
2025-05-08 11:20:30.896,off
2025-05-08 11:20:32.006,off
2025-05-08 11:20:33.233,off
2025-05-08 11:20:34.337,off
2025-05-08 11:20:35.546,off
2025-05-08 11:20:36.644,off
2025-05-08 11:20:37.743,off
2025-05-08 11:20:38.964,off
2025-05-08 11:20:40.053,off
2025-05-08 11:20:41.382,off
2025-05-08 11:20:42.591,off
2025-05-08 11:20:43.690,off
2025-05-08 11:20:44.800,off
2025-05-08 11:20:45.898,off
2025-05-08 11:20:47.118,off
2025-05-08 11:20:48.220,off
2025-05-08 11:20:49.338,off
2025-05-08 11:20:50.447,off
2025-05-08 11:20:51.657,off
2025-05-08 11:20:52.789,off
2025-05-08 11:20:54.324,off
2025-05-08 11:20:55.519,off
2025-05-08 11:20:56.839,off
2025-05-08 11:20:58.170,off
2025-05-08 11:20:59.380,off
2025-05-08 11:21:00.589,off
2025-05-08 11:21:01.687,off
2025-05-08 11:21:03.240,off
2025-05-08 11:21:04.461,off
2025-05-08 11:21:05.680,off
2025-05-08 11:21:06.778,off
2025-05-08 11:21:07.977,off
2025-05-08 11:21:09.098,off
2025-05-08 11:21:10.295,off
2025-05-08 11:21:11.605,off
2025-05-08 11:21:12.961,off
2025-05-08 11:21:14.179,off
2025-05-08 11:21:15.377,off
2025-05-08 11:21:16.586,off
2025-05-08 11:21:17.696,off
2025-05-08 11:21:18.794,off
2025-05-08 11:21:19.903,off
2025-05-08 11:21:21.001,off
2025-05-08 11:21:22.233,off
2025-05-08 11:21:23.299,off
2025-05-08 11:21:24.409,off
2025-05-08 11:21:25.496,off
2025-05-08 11:21:26.816,off
2025-05-08 11:21:27.916,off
2025-05-08 11:21:29.046,off
2025-05-08 11:21:30.967,off
2025-05-08 11:21:32.187,off
2025-05-08 11:21:33.278,off
2025-05-08 11:21:34.362,off
2025-05-08 11:21:35.583,off
2025-05-08 11:21:36.681,off
2025-05-08 11:21:37.768,off
2025-05-08 11:21:38.888,off
2025-05-08 11:21:39.998,off
2025-05-08 11:21:41.108,off
2025-05-08 11:21:42.218,off
2025-05-08 11:21:43.328,off
2025-05-08 11:21:44.415,off
2025-05-08 11:21:45.512,off
2025-05-08 11:21:46.733,off
2025-05-08 11:21:47.953,off
2025-05-08 11:21:49.162,off
2025-05-08 11:21:50.278,off
2025-05-08 11:21:51.480,off
2025-05-08 11:21:52.700,off
2025-05-08 11:21:53.810,off
2025-05-08 11:21:54.886,off
2025-05-08 11:21:55.984,off
2025-05-08 11:21:57.405,off
2025-05-08 11:21:58.502,off
2025-05-08 11:21:59.722,off
2025-05-08 11:22:00.821,off
2025-05-08 11:22:02.050,off
2025-05-08 11:22:03.140,off
2025-05-08 11:22:04.359,off
2025-05-08 11:22:05.579,off
2025-05-08 11:22:06.909,off
2025-05-08 11:22:08.131,off
2025-05-08 11:22:09.228,off
2025-05-08 11:22:10.637,off
2025-05-08 11:22:11.958,off
2025-05-08 11:22:13.156,off
2025-05-08 11:22:14.273,off
2025-05-08 11:22:15.971,off
2025-05-08 11:22:17.773,off
2025-05-08 11:22:18.868,off
2025-05-08 11:22:19.977,off
2025-05-08 11:22:21.087,off
2025-05-08 11:22:22.203,off
2025-05-08 11:22:23.539,off
2025-05-08 11:22:24.648,off
2025-05-08 11:22:25.859,off
2025-05-08 11:22:27.177,off
2025-05-08 11:22:28.418,off
2025-05-08 11:22:29.638,off
2025-05-08 11:22:30.848,off
2025-05-08 11:22:32.167,off
2025-05-08 11:22:33.378,off
2025-05-08 11:22:34.596,off
2025-05-08 11:22:35.705,off
2025-05-08 11:22:36.814,off
2025-05-08 11:22:38.124,off
2025-05-08 11:22:39.210,off
2025-05-08 11:22:40.320,off
2025-05-08 11:22:41.896,off
2025-05-08 11:22:43.128,off
2025-05-08 11:22:44.223,off
2025-05-08 11:22:45.825,off
2025-05-08 11:22:47.152,off
2025-05-08 11:22:48.482,off
2025-05-08 11:22:50.169,off
2025-05-08 11:22:52.243,off
2025-05-08 11:22:53.452,off
2025-05-08 11:22:54.561,off
2025-05-08 11:22:55.670,off
2025-05-08 11:22:56.780,off
2025-05-08 11:22:57.900,off
2025-05-08 11:22:59.009,off
2025-05-08 11:23:00.112,off
2025-05-08 11:23:01.225,off
2025-05-08 11:23:02.326,off
2025-05-08 11:23:03.435,off
2025-05-08 11:23:04.546,off
2025-05-08 11:23:05.665,off
2025-05-08 11:23:06.785,off
2025-05-08 11:23:07.883,off
2025-05-08 11:23:08.981,off
2025-05-08 11:23:10.102,off
2025-05-08 11:23:11.215,off
2025-05-08 11:23:12.740,off
2025-05-08 11:23:13.839,off
2025-05-08 11:23:15.159,off
2025-05-08 11:23:16.368,off
2025-05-08 11:23:17.898,off
2025-05-08 11:23:18.997,off
2025-05-08 11:23:20.111,off
2025-05-08 11:23:21.314,off
2025-05-08 11:23:22.435,off
2025-05-08 11:23:23.522,off
2025-05-08 11:23:24.620,off
2025-05-08 11:23:25.707,off
2025-05-08 11:23:27.261,off
2025-05-08 11:23:28.481,off
2025-05-08 11:23:29.701,off
2025-05-08 11:23:31.953,off
2025-05-08 11:23:32.997,off
2025-05-08 11:23:34.106,off
2025-05-08 11:23:35.232,off
2025-05-08 11:23:36.325,off
2025-05-08 11:23:37.783,off
2025-05-08 11:23:38.900,off
2025-05-08 11:23:40.009,off
2025-05-08 11:23:41.228,off
2025-05-08 11:23:42.327,off
2025-05-08 11:23:43.448,off
2025-05-08 11:23:44.546,off
2025-05-08 11:23:45.642,off
2025-05-08 11:23:46.732,off
2025-05-08 11:23:48.063,off
2025-05-08 11:23:49.284,off
2025-05-08 11:23:50.388,off
2025-05-08 11:23:51.469,off
2025-05-08 11:23:52.556,off
2025-05-08 11:23:53.658,off
2025-05-08 11:23:54.753,off
2025-05-08 11:23:55.862,off
2025-05-08 11:23:57.093,off
2025-05-08 11:23:58.392,off
2025-05-08 11:23:59.500,off
2025-05-08 11:24:00.588,off
2025-05-08 11:24:01.697,off
2025-05-08 11:24:02.797,off
2025-05-08 11:24:03.993,off
2025-05-08 11:24:05.104,off
2025-05-08 11:24:06.200,off
2025-05-08 11:24:07.309,off
2025-05-08 11:24:08.496,off
2025-05-08 11:24:09.594,off
2025-05-08 11:24:10.814,off
2025-05-08 11:24:11.923,off
2025-05-08 11:24:13.032,off
2025-05-08 11:24:14.153,off
2025-05-08 11:24:15.262,off
2025-05-08 11:24:16.360,off
2025-05-08 11:24:17.458,off
2025-05-08 11:24:18.815,off
2025-05-08 11:24:20.803,off
2025-05-08 11:24:21.862,off
2025-05-08 11:24:22.991,off
2025-05-08 11:24:24.169,off
2025-05-08 11:24:25.379,off
2025-05-08 11:24:26.477,off
2025-05-08 11:24:27.688,off
2025-05-08 11:24:29.374,off
2025-05-08 11:24:30.470,off
2025-05-08 11:24:31.569,off
2025-05-08 11:24:32.667,off
2025-05-08 11:24:33.776,off
2025-05-08 11:24:34.885,off
2025-05-08 11:24:35.983,off
2025-05-08 11:24:37.092,off
2025-05-08 11:24:38.590,off
2025-05-08 11:24:39.799,off
2025-05-08 11:24:40.886,off
2025-05-08 11:24:42.504,off
2025-05-08 11:24:43.593,off
2025-05-08 11:24:44.801,off
2025-05-08 11:24:45.900,off
2025-05-08 11:24:46.998,off
2025-05-08 11:24:48.096,off
2025-05-08 11:24:49.220,off
2025-05-08 11:24:50.336,off
2025-05-08 11:24:51.866,off
2025-05-08 11:24:53.076,off
2025-05-08 11:24:54.287,off
2025-05-08 11:24:55.504,off
2025-05-08 11:24:56.713,off
2025-05-08 11:24:57.921,off
